Customer_ID,Age_Group,Gender,Category,Payment_Method,Season,Purchase_Amount,Annual_Purchases,Review_Rating,Has_Subscription
59,18-25,Male,Electronics,Cash,Winter,38.38077649575073,8,5,0
60,26-35,Female,Home & Garden,Mobile Payment,Summer,25.0,12,3,0
61,26-35,Male,Clothing,PayPal,Fall,68.06850542722768,8,4,0
62,26-35,Female,Home & Garden,Debit Card,Winter,85.55659001822605,13,5,0
63,56-65,Male,Beauty,Cash,Winter,74.21414014118001,3,5,0
64,26-35,Male,Books,Debit Card,Summer,106.87312490679749,9,4,0
65,26-35,Male,Electronics,Debit Card,Spring,201.71886853451113,4,5,0
66,36-45,Female,Sports,Credit Card,Spring,153.84048292641583,8,5,1
67,18-25,Female,Clothing,Debit Card,Fall,88.62300369994155,5,3,0
68,56-65,Male,Books,Mobile Payment,Winter,25.0,4,5,0
69,18-25,Female,Books,PayPal,Spring,48.87736162493745,8,4,0
70,65+,Female,Home & Garden,PayPal,Fall,90.75256303207813,2,4,0
71,46-55,Female,Clothing,Credit Card,Winter,48.32592832335614,5,4,0
72,26-35,Female,Books,Mobile Payment,Fall,122.12938749894975,14,5,0
73,18-25,Male,Electronics,Mobile Payment,Spring,157.97776688292691,10,5,0
74,56-65,Male,Sports,PayPal,Fall,25.0,4,5,0
75,46-55,Female,Beauty,Mobile Payment,Fall,25.0,2,4,0
76,46-55,Female,Beauty,Cash,Spring,100.95284231614265,6,5,0
77,46-55,Female,Home & Garden,Debit Card,Spring,71.86453612159808,4,4,0
78,18-25,Female,Books,Debit Card,Fall,126.39319271767464,7,5,0
79,26-35,Male,Beauty,PayPal,Spring,25.0,8,5,1
80,18-25,Female,Home & Garden,PayPal,Summer,105.7014269775081,11,4,1
81,56-65,Male,Sports,Mobile Payment,Summer,51.965475351566,3,4,0
82,36-45,Female,Clothing,Credit Card,Summer,46.28308829923395,9,4,1
83,26-35,Male,Electronics,PayPal,Winter,73.71356976124663,13,5,1
84,18-25,Female,Sports,PayPal,Summer,34.14175721206257,5,4,0
85,26-35,Female,Sports,PayPal,Summer,69.92659266941064,11,4,0
86,26-35,Male,Beauty,Mobile Payment,Summer,153.39075491499585,12,4,1
87,46-55,Male,Beauty,Cash,Spring,279.0428351795846,4,4,0
88,36-45,Female,Electronics,PayPal,Spring,80.4812139729111,5,4,0
89,56-65,Female,Clothing,Cash,Spring,79.89557071421383,3,5,0
90,36-45,Male,Sports,Mobile Payment,Spring,168.85117481071282,4,4,1
91,18-25,Female,Books,Credit Card,Spring,63.23321214450597,11,5,0
92,46-55,Female,Beauty,Debit Card,Summer,44.71504181735379,6,4,0
93,46-55,Male,Sports,Debit Card,Summer,94.68622467162542,3,4,0
94,36-45,Male,Clothing,Debit Card,Spring,78.80034230656828,5,4,1
95,46-55,Female,Home & Garden,Debit Card,Fall,25.0,4,5,0
96,36-45,Female,Clothing,Mobile Payment,Spring,25.0,6,4,0
97,36-45,Female,Sports,Debit Card,Summer,104.05175681378142,3,4,1
98,26-35,Female,Sports,Mobile Payment,Summer,33.57600178515249,6,4,0
99,18-25,Male,Electronics,Credit Card,Spring,93.45626292126884,10,4,0
100,18-25,Male,Sports,PayPal,Winter,25.85777745311518,9,5,1
101,18-25,Male,Beauty,PayPal,Fall,29.93470703502175,6,3,0
102,36-45,Male,Books,PayPal,Spring,143.62712993243355,6,4,0
103,26-35,Female,Electronics,Mobile Payment,Summer,54.32099710946078,12,4,0
104,36-45,Female,Sports,Mobile Payment,Fall,39.40708303345536,9,4,0
105,56-65,Male,Clothing,Mobile Payment,Winter,85.30822220660848,4,4,1
106,26-35,Male,Sports,Credit Card,Fall,315.12368060573874,11,5,1
107,26-35,Female,Clothing,Cash,Spring,37.9468504159094,14,3,1
108,46-55,Female,Clothing,Mobile Payment,Summer,142.3077286244711,4,5,0
109,26-35,Female,Sports,Mobile Payment,Summer,112.89938211507062,10,4,0
110,18-25,Female,Clothing,PayPal,Summer,183.33734066338798,10,5,0
111,26-35,Female,Books,Debit Card,Fall,163.01862890062358,6,5,0
112,18-25,Female,Home & Garden,Debit Card,Spring,46.467006017298125,11,4,0
113,65+,Male,Electronics,Credit Card,Spring,55.90652767394748,1,5,0
114,56-65,Male,Sports,Debit Card,Fall,25.0,3,5,0
115,36-45,Male,Home & Garden,Cash,Fall,231.644485169616,6,5,0
116,56-65,Female,Clothing,PayPal,Winter,25.0,2,5,0
117,56-65,Female,Clothing,Credit Card,Summer,83.16306859791513,3,5,0
118,26-35,Female,Electronics,Debit Card,Fall,99.38183290773475,10,3,0
119,56-65,Male,Home & Garden,Debit Card,Summer,93.71738493063184,5,4,0
120,36-45,Male,Home & Garden,PayPal,Winter,37.98154956578185,9,5,0
121,56-65,Male,Sports,Credit Card,Spring,57.659005487774216,5,4,0
122,56-65,Male,Clothing,PayPal,Summer,100.79253920646146,5,4,0
123,26-35,Female,Beauty,Credit Card,Fall,113.02633283587441,8,4,1
124,18-25,Female,Sports,Debit Card,Fall,175.13202596481696,9,4,1
125,26-35,Female,Sports,PayPal,Winter,181.24289116143032,11,5,0
126,26-35,Female,Sports,PayPal,Summer,63.520707774425794,14,4,0
127,56-65,Female,Electronics,Cash,Spring,51.486151045514376,2,5,0
128,56-65,Female,Electronics,PayPal,Spring,30.404387079951963,3,5,1
129,18-25,Male,Sports,Credit Card,Fall,76.3382724376861,6,5,0
130,36-45,Female,Books,Cash,Winter,25.0,9,4,0
131,26-35,Female,Beauty,PayPal,Fall,25.0,9,4,1
132,26-35,Female,Home & Garden,PayPal,Fall,106.33952200335332,12,5,0
133,18-25,Male,Home & Garden,Cash,Fall,100.05180466194392,4,5,1
134,26-35,Male,Clothing,Debit Card,Fall,41.21163538988133,10,4,0
135,65+,Male,Home & Garden,PayPal,Winter,67.94601108500436,2,4,0
136,26-35,Female,Home & Garden,Mobile Payment,Fall,203.6478143976987,13,5,0
137,36-45,Male,Beauty,Debit Card,Summer,174.45618037384665,4,5,0
138,46-55,Female,Home & Garden,PayPal,Fall,106.21994517925239,2,4,0
139,26-35,Female,Beauty,Debit Card,Fall,104.59834136737963,12,5,1
140,65+,Male,Electronics,Credit Card,Spring,65.53952622245389,2,5,0
141,65+,Female,Beauty,Debit Card,Spring,44.767501344585256,1,4,1
142,26-35,Female,Electronics,Cash,Winter,52.36351325229224,5,4,0
143,36-45,Male,Beauty,PayPal,Winter,102.39126361132413,4,5,0
144,26-35,Female,Sports,Debit Card,Summer,49.90618975681137,7,4,0
145,26-35,Male,Books,Mobile Payment,Fall,145.33455296159184,7,4,0
146,18-25,Male,Electronics,Credit Card,Spring,53.91596677856845,9,5,0
147,36-45,Female,Electronics,Credit Card,Summer,45.544510861450945,9,5,1
148,36-45,Female,Home & Garden,Debit Card,Summer,77.18421698039272,6,4,1
149,18-25,Female,Electronics,Cash,Winter,26.124767850278914,7,4,0
150,26-35,Female,Beauty,Credit Card,Spring,208.66170308900954,14,5,1
151,56-65,Female,Sports,Debit Card,Fall,116.65677876267873,5,3,0
152,26-35,Female,Sports,Debit Card,Winter,55.35758222205935,12,4,1
153,18-25,Female,Home & Garden,Credit Card,Summer,31.67505352072454,8,4,0
154,36-45,Female,Beauty,Debit Card,Summer,66.83433366615778,9,4,0
155,65+,Male,Beauty,Debit Card,Spring,25.0,2,4,0
156,26-35,Female,Clothing,Mobile Payment,Spring,84.76704846047423,5,5,0
157,46-55,Male,Electronics,Debit Card,Fall,28.457948507130716,4,4,0
158,46-55,Female,Home & Garden,Debit Card,Spring,81.63140480718346,6,4,0
159,26-35,Male,Sports,Cash,Spring,138.75660936702803,14,4,0
160,46-55,Female,Books,Credit Card,Winter,220.08107926835828,3,5,1
161,26-35,Male,Clothing,Cash,Winter,49.90183478674667,4,4,0
162,36-45,Male,Beauty,PayPal,Fall,57.181455973988164,6,5,0
163,36-45,Female,Electronics,Cash,Winter,25.0,9,4,0
164,36-45,Male,Sports,PayPal,Fall,143.2917382937752,9,4,0
165,18-25,Female,Clothing,PayPal,Winter,50.03230344116042,9,5,0
166,56-65,Male,Beauty,Cash,Summer,33.46867771017388,2,4,0
167,26-35,Male,Sports,Mobile Payment,Winter,44.608534684944566,10,4,0
168,26-35,Male,Sports,Cash,Fall,157.99555652229492,10,5,0
169,18-25,Female,Beauty,Credit Card,Winter,25.0,9,3,0
170,36-45,Male,Beauty,Cash,Spring,218.61797280955304,7,4,0
171,46-55,Female,Home & Garden,Mobile Payment,Summer,39.837089134689954,4,4,0
172,18-25,Male,Sports,Cash,Winter,85.66580066936,3,4,1
173,36-45,Male,Beauty,Mobile Payment,Summer,33.307888765662646,5,4,1
174,26-35,Male,Books,Credit Card,Summer,98.98743546612462,11,4,1
175,36-45,Male,Books,Debit Card,Summer,78.63383443084165,8,3,0
176,18-25,Female,Clothing,Mobile Payment,Summer,117.55833842241672,8,5,0
177,46-55,Female,Electronics,Mobile Payment,Spring,69.02945774496303,3,3,1
178,26-35,Female,Books,Mobile Payment,Spring,189.3069440054776,7,5,1
179,65+,Male,Home & Garden,Credit Card,Fall,30.14104199805116,4,3,0
180,18-25,Male,Beauty,PayPal,Fall,82.2073234678125,11,5,0
181,26-35,Male,Electronics,Mobile Payment,Fall,142.15776585562224,13,4,0
182,18-25,Female,Home & Garden,Credit Card,Fall,40.499967690779656,11,5,0
183,65+,Male,Sports,Debit Card,Summer,42.447201245788186,2,4,0
184,56-65,Female,Electronics,Mobile Payment,Summer,25.0,4,5,0
185,26-35,Male,Books,PayPal,Summer,92.45657022589977,9,4,0
186,46-55,Male,Home & Garden,Credit Card,Spring,143.48015335961904,4,4,1
187,56-65,Male,Beauty,Debit Card,Spring,168.44815639747955,2,5,0
188,36-45,Male,Beauty,PayPal,Summer,167.00381278580969,3,3,1
189,36-45,Female,Home & Garden,Debit Card,Summer,104.91561216615484,9,4,0
190,26-35,Male,Sports,PayPal,Summer,58.419572178091386,12,5,0
191,18-25,Female,Books,Cash,Summer,47.429870676854904,7,5,0
192,56-65,Male,Home & Garden,Cash,Spring,51.89860158283354,3,5,0
193,56-65,Female,Clothing,Cash,Winter,123.57918616524427,3,3,1
194,36-45,Male,Home & Garden,Debit Card,Fall,218.40595528968626,7,3,0
195,26-35,Female,Home & Garden,Cash,Fall,61.519126870429645,13,4,1
196,26-35,Female,Books,Credit Card,Winter,109.06833649850341,12,5,0
197,46-55,Female,Beauty,Credit Card,Spring,75.29535834924896,6,4,0
198,56-65,Male,Sports,Cash,Spring,25.0,4,4,0
199,56-65,Female,Home & Garden,PayPal,Winter,25.0,3,4,0
200,46-55,Male,Electronics,PayPal,Fall,42.341987274620266,7,5,1
201,36-45,Male,Beauty,Debit Card,Fall,83.00074252292141,3,4,0
202,18-25,Male,Beauty,PayPal,Winter,58.9582240170047,6,4,0
203,18-25,Male,Home & Garden,Mobile Payment,Winter,136.1996553439374,3,4,0
204,56-65,Female,Books,PayPal,Summer,65.24249495432217,3,4,0
205,36-45,Male,Electronics,Credit Card,Winter,98.98410071123126,4,4,0
206,18-25,Female,Home & Garden,PayPal,Winter,85.8422354750861,7,5,0
207,18-25,Female,Electronics,Debit Card,Fall,25.0,5,5,0
208,46-55,Female,Beauty,PayPal,Summer,99.36608567766862,7,4,1
209,18-25,Female,Electronics,Debit Card,Summer,80.18174584771891,11,4,1
210,18-25,Male,Home & Garden,Mobile Payment,Fall,36.37693004643222,5,4,0
211,36-45,Female,Clothing,Cash,Fall,88.96529690624743,3,4,1
212,46-55,Male,Clothing,Mobile Payment,Spring,66.78770591332365,6,4,0
213,46-55,Female,Electronics,Credit Card,Summer,60.83482276724721,6,5,0
214,26-35,Female,Books,Mobile Payment,Winter,84.41789066214716,5,4,0
215,46-55,Female,Home & Garden,Mobile Payment,Summer,165.5809139484223,3,5,0
216,26-35,Male,Sports,Credit Card,Spring,105.0632627328342,13,3,0
217,26-35,Male,Clothing,Credit Card,Winter,171.54259224584212,13,4,1
218,46-55,Male,Beauty,Cash,Spring,60.25632434692548,3,4,1
219,36-45,Male,Home & Garden,Cash,Fall,135.43943669194113,6,3,0
220,56-65,Male,Home & Garden,PayPal,Spring,77.46837315749515,2,5,0
221,46-55,Female,Clothing,Debit Card,Fall,163.91302236866207,7,3,1
222,36-45,Male,Sports,Credit Card,Spring,140.97455171778958,5,4,0
223,18-25,Female,Beauty,Mobile Payment,Fall,110.7981679887923,11,5,1
224,26-35,Female,Sports,Mobile Payment,Summer,45.43700178087242,9,4,1
225,26-35,Female,Beauty,Cash,Fall,207.908713999428,4,3,0
226,26-35,Male,Clothing,Debit Card,Summer,54.376277069851824,4,5,1
227,65+,Male,Home & Garden,Credit Card,Fall,27.515346951373644,1,4,0
228,26-35,Male,Beauty,Cash,Spring,107.65388460950975,14,3,1
229,56-65,Male,Home & Garden,Debit Card,Spring,25.0,4,3,1
230,36-45,Female,Electronics,Credit Card,Spring,89.10952473156311,7,4,0
231,46-55,Male,Electronics,Mobile Payment,Fall,45.64183167544773,7,5,0
232,36-45,Female,Clothing,Mobile Payment,Fall,38.94505267057838,7,3,0
233,36-45,Female,Clothing,Cash,Spring,49.5081136153151,8,5,0
234,36-45,Female,Books,Debit Card,Summer,64.70176058416732,4,5,0
235,26-35,Male,Clothing,Mobile Payment,Fall,40.611361449963134,8,4,1
236,46-55,Male,Electronics,Debit Card,Summer,33.13594016171034,5,5,0
237,26-35,Female,Beauty,Cash,Fall,53.83085075528504,10,3,0
238,18-25,Female,Sports,PayPal,Spring,25.0,4,4,0
239,36-45,Male,Clothing,Debit Card,Summer,134.40450433572917,7,4,0
240,18-25,Male,Sports,Debit Card,Winter,33.28196172485035,7,5,0
241,65+,Male,Sports,Cash,Fall,25.0,4,4,0
242,65+,Female,Electronics,PayPal,Summer,67.83081727284204,2,5,0
243,56-65,Male,Books,Mobile Payment,Spring,92.00376976098383,5,4,0
244,26-35,Female,Beauty,Credit Card,Summer,36.7927060802082,12,3,1
245,18-25,Male,Electronics,Cash,Winter,163.84122521798975,5,3,0
246,65+,Female,Clothing,Credit Card,Winter,124.24395643630726,3,5,0
247,26-35,Female,Electronics,PayPal,Summer,127.3113035292058,7,5,0
248,65+,Female,Electronics,PayPal,Winter,93.02350104951859,4,5,0
249,65+,Male,Electronics,Debit Card,Fall,25.0,2,5,0
250,56-65,Male,Clothing,Credit Card,Winter,85.23446716024817,5,4,1
251,26-35,Male,Clothing,Credit Card,Summer,69.64204694897556,12,5,0
252,26-35,Female,Electronics,PayPal,Summer,104.09531384769912,12,5,1
253,56-65,Female,Electronics,Credit Card,Fall,97.32513795198726,4,3,0
254,26-35,Female,Sports,Mobile Payment,Fall,118.2682001523489,5,4,0
255,18-25,Male,Beauty,PayPal,Summer,26.371029291730856,9,4,0
256,36-45,Female,Sports,Debit Card,Spring,392.9968506555957,6,4,1
257,65+,Male,Books,Debit Card,Fall,43.60008891577918,3,4,0
258,46-55,Female,Beauty,Debit Card,Spring,30.31446646264257,4,5,0
259,36-45,Male,Books,Credit Card,Winter,170.36786311903364,4,3,1
260,18-25,Female,Beauty,PayPal,Winter,28.416698023440162,10,5,1
261,36-45,Male,Electronics,Debit Card,Fall,95.1359435496508,9,4,0
262,65+,Male,Sports,PayPal,Fall,33.09640319161379,3,5,0
263,18-25,Female,Beauty,Credit Card,Summer,69.91093014436365,7,3,0
264,36-45,Male,Books,Mobile Payment,Winter,202.72916419236327,7,5,0
265,56-65,Female,Beauty,Mobile Payment,Fall,75.0243984987094,4,3,0
266,46-55,Female,Clothing,Mobile Payment,Summer,57.80910938814515,2,4,1
267,46-55,Female,Beauty,Credit Card,Spring,254.25728816906425,2,5,0
268,46-55,Male,Electronics,Debit Card,Summer,207.35645654545527,4,4,0
269,26-35,Female,Home & Garden,Credit Card,Winter,325.88771813783495,7,5,1
270,26-35,Female,Clothing,PayPal,Summer,48.93258606987279,4,5,0
271,56-65,Male,Home & Garden,Mobile Payment,Summer,25.0,5,3,0
272,56-65,Female,Electronics,PayPal,Fall,25.0,5,4,0
273,56-65,Male,Home & Garden,Credit Card,Summer,50.369936818505536,2,4,0
274,56-65,Male,Beauty,Cash,Winter,79.2612687033958,3,5,0
275,36-45,Male,Home & Garden,Cash,Summer,48.87300552966413,5,3,0
276,36-45,Male,Sports,Credit Card,Summer,35.40173805094261,7,5,0
277,46-55,Male,Electronics,Debit Card,Winter,117.57916877058305,2,5,0
278,36-45,Female,Sports,PayPal,Spring,197.87457347183158,4,5,0
279,46-55,Female,Home & Garden,Credit Card,Spring,25.0,3,4,0
280,46-55,Male,Sports,Credit Card,Winter,25.0,5,4,0
281,56-65,Female,Clothing,Cash,Spring,63.44404914836133,3,3,0
282,26-35,Female,Home & Garden,Mobile Payment,Summer,118.78184054631775,7,4,1
283,26-35,Female,Books,Mobile Payment,Fall,33.0541394229253,9,5,1
284,18-25,Female,Sports,Debit Card,Winter,25.0,8,4,0
285,36-45,Female,Beauty,Debit Card,Summer,185.57259451851235,8,4,1
286,18-25,Male,Home & Garden,Debit Card,Fall,50.2087173618933,8,3,1
287,36-45,Male,Books,Cash,Summer,44.25109027572812,7,5,1
288,36-45,Male,Clothing,Credit Card,Winter,291.5721355210031,3,5,0
289,26-35,Female,Beauty,Debit Card,Summer,124.21711831945888,4,3,0
290,36-45,Male,Home & Garden,Cash,Winter,84.45371872356439,7,4,0
291,18-25,Female,Beauty,PayPal,Summer,95.79528143376996,5,3,0
292,18-25,Male,Home & Garden,Credit Card,Fall,25.0,4,5,0
293,56-65,Female,Home & Garden,PayPal,Fall,44.86999693731338,5,4,1
294,26-35,Male,Electronics,Mobile Payment,Fall,44.797988289671906,10,5,1
295,18-25,Male,Sports,Mobile Payment,Spring,40.23048401928587,8,4,0
296,36-45,Male,Home & Garden,Credit Card,Summer,229.16455629072337,7,5,0
297,46-55,Male,Clothing,Debit Card,Summer,235.56852732569843,3,5,0
298,26-35,Male,Books,Credit Card,Fall,89.41931483248132,14,3,1
299,36-45,Female,Sports,Debit Card,Winter,57.25782952831629,9,4,0
300,18-25,Male,Electronics,Mobile Payment,Spring,25.0,9,4,0
301,18-25,Male,Sports,Credit Card,Summer,129.95043647912158,6,5,0
302,36-45,Female,Sports,Credit Card,Summer,133.8372941289522,8,4,0
303,36-45,Male,Home & Garden,Debit Card,Spring,49.70070270200731,5,5,0
304,36-45,Female,Clothing,Mobile Payment,Spring,53.95700602635965,6,4,0
305,46-55,Female,Home & Garden,Mobile Payment,Fall,96.22105259855606,4,5,1
306,65+,Male,Clothing,Debit Card,Spring,25.0,1,3,0
307,36-45,Male,Clothing,Debit Card,Fall,79.49620277152596,4,5,1
308,26-35,Male,Beauty,Debit Card,Spring,38.79943582405115,5,5,0
309,46-55,Female,Home & Garden,Mobile Payment,Spring,162.7375382120952,4,4,1
310,26-35,Female,Electronics,Mobile Payment,Summer,84.01709073427818,14,4,0
311,36-45,Female,Books,Credit Card,Fall,59.08989444309614,7,5,1
312,18-25,Female,Sports,Mobile Payment,Spring,25.0,5,5,0
313,18-25,Male,Beauty,PayPal,Spring,153.65647650373273,9,5,1
314,65+,Female,Electronics,PayPal,Summer,112.25193736623129,4,5,0
315,56-65,Female,Books,Debit Card,Winter,25.0,5,5,0
316,46-55,Female,Books,Debit Card,Summer,237.21976653241174,5,5,0
317,26-35,Female,Home & Garden,Debit Card,Fall,31.601711934999813,11,5,0
318,18-25,Female,Clothing,Credit Card,Winter,65.0063239671944,10,4,0
319,18-25,Male,Home & Garden,PayPal,Spring,58.10920449391485,6,4,0
320,26-35,Male,Books,PayPal,Fall,26.55487077109589,5,4,0
321,36-45,Female,Home & Garden,Mobile Payment,Winter,160.2978863884702,9,5,0
322,46-55,Male,Beauty,PayPal,Fall,39.91231320332445,7,4,0
323,46-55,Female,Electronics,Mobile Payment,Summer,96.06450268233299,2,4,0
324,26-35,Male,Books,Credit Card,Winter,276.8591993482467,12,3,1
325,65+,Female,Beauty,Debit Card,Winter,34.28322063513133,4,5,0
326,46-55,Female,Electronics,Debit Card,Winter,79.78372494980104,6,5,0
327,36-45,Male,Beauty,Mobile Payment,Spring,84.40339406441224,4,4,1
328,36-45,Female,Sports,Cash,Summer,50.113352197102344,6,5,1
329,26-35,Female,Clothing,Mobile Payment,Winter,25.0,7,3,0
330,26-35,Female,Clothing,Credit Card,Fall,62.33388166692784,14,5,0
331,26-35,Male,Clothing,PayPal,Spring,25.0,12,4,0
332,46-55,Male,Sports,Mobile Payment,Summer,132.96045285692685,2,4,1
333,18-25,Male,Books,Credit Card,Summer,41.92833334522651,6,3,1
334,18-25,Male,Books,Debit Card,Summer,135.3534715265179,8,3,0
335,18-25,Female,Sports,Cash,Summer,35.23693972449231,10,5,0
336,18-25,Female,Clothing,Cash,Spring,48.701031069616434,4,5,0
337,56-65,Female,Clothing,Mobile Payment,Summer,63.17943141655386,3,3,0
338,46-55,Female,Electronics,PayPal,Fall,173.5752699971465,2,5,0
339,36-45,Female,Electronics,Mobile Payment,Fall,86.50730429818051,9,4,0
340,18-25,Male,Home & Garden,Cash,Fall,37.00133983071945,10,5,0
341,36-45,Female,Beauty,Cash,Winter,58.695923242859834,8,5,1
342,36-45,Male,Electronics,Debit Card,Summer,52.69837785901236,8,4,1
343,18-25,Female,Electronics,PayPal,Fall,25.0,7,4,0
344,36-45,Male,Electronics,PayPal,Summer,63.47241933581838,8,4,1
345,26-35,Male,Electronics,Cash,Spring,60.61638023122989,14,4,1
346,36-45,Female,Sports,Cash,Fall,191.42116468777454,3,5,0
347,36-45,Female,Home & Garden,Mobile Payment,Winter,186.25024499257404,8,4,1
348,18-25,Female,Electronics,Mobile Payment,Winter,32.705154894425434,3,4,0
349,26-35,Female,Books,Debit Card,Spring,25.0,14,3,1
350,36-45,Male,Beauty,Cash,Fall,41.41608612123133,6,5,1
351,36-45,Female,Electronics,Mobile Payment,Spring,108.64751703159544,3,3,1
352,56-65,Male,Sports,Debit Card,Winter,32.21901503483905,4,4,0
353,46-55,Female,Books,PayPal,Winter,85.22427679789189,5,5,0
354,18-25,Female,Clothing,Cash,Summer,25.0,7,5,0
355,18-25,Male,Clothing,Credit Card,Spring,114.5138031286589,9,4,0
356,36-45,Female,Home & Garden,Cash,Winter,83.58109568270388,3,5,0
357,18-25,Female,Clothing,Mobile Payment,Fall,39.675065255857525,6,4,0
358,36-45,Male,Electronics,Cash,Fall,146.76442725068185,7,4,0
359,65+,Female,Sports,Credit Card,Winter,29.82267394172412,2,3,0
360,36-45,Female,Home & Garden,Cash,Spring,25.0,3,3,1
361,26-35,Female,Books,Mobile Payment,Spring,64.19259986790622,13,4,0
362,36-45,Male,Electronics,PayPal,Fall,84.11608346867547,9,5,0
363,36-45,Male,Clothing,Mobile Payment,Winter,101.8231886959719,9,5,0
364,36-45,Female,Beauty,Debit Card,Fall,295.6409623774701,6,3,0
365,65+,Male,Electronics,Mobile Payment,Spring,59.95450316023815,1,4,0
366,26-35,Female,Beauty,Debit Card,Winter,77.6832726915477,13,3,0
367,65+,Male,Books,Cash,Fall,70.49297646361337,4,5,0
368,56-65,Female,Beauty,Debit Card,Winter,25.0,2,4,0
369,26-35,Female,Books,Cash,Summer,163.83991552871245,7,4,0
370,18-25,Male,Home & Garden,Debit Card,Fall,79.57642754167037,7,5,0
371,18-25,Male,Sports,Mobile Payment,Fall,114.81900102932936,11,5,0
372,18-25,Female,Clothing,Credit Card,Summer,36.23936837555546,3,4,0
373,18-25,Female,Clothing,Cash,Spring,63.896826214873606,8,5,0
